word,count,percentage
"video,games",3,9.004952723998198e-05
"of,america",3,9.004952723998198e-05
"and,intel",3,9.004952723998198e-05
"windows,server",3,9.004952723998198e-05
attempt,3,9.004952723998198e-05
"find,the",3,9.004952723998198e-05
"study,said",3,9.004952723998198e-05
"s,new",3,9.004952723998198e-05
"powerful,video",3,9.004952723998198e-05
"of,monkey",3,9.004952723998198e-05
format,3,9.004952723998198e-05
"by,the",3,9.004952723998198e-05
affect,3,9.004952723998198e-05
airlines,3,9.004952723998198e-05
main,3,9.004952723998198e-05
business,3,9.004952723998198e-05
food,3,9.004952723998198e-05
cut,3,9.004952723998198e-05
drug,3,9.004952723998198e-05
celebrex,3,9.004952723998198e-05
access,2,6.003301815998799e-05
beachball,2,6.003301815998799e-05
"commissioner,congressional",2,6.003301815998799e-05
boynes,2,6.003301815998799e-05
snakes,2,6.003301815998799e-05
gnat,2,6.003301815998799e-05
sprague,2,6.003301815998799e-05
gospel,2,6.003301815998799e-05
dimmer,2,6.003301815998799e-05
barreras,2,6.003301815998799e-05
squared,2,6.003301815998799e-05
approves,2,6.003301815998799e-05
ante,2,6.003301815998799e-05
sales's,2,6.003301815998799e-05
hatchell,2,6.003301815998799e-05
kimmel,2,6.003301815998799e-05
forearm,2,6.003301815998799e-05
preliminary,2,6.003301815998799e-05
"unfavorable,developmental",2,6.003301815998799e-05
"unfavorable,bloom's",2,6.003301815998799e-05
muslim,2,6.003301815998799e-05
indecision,2,6.003301815998799e-05
"administrator,additions",2,6.003301815998799e-05
flagstaff,2,6.003301815998799e-05
thinking,2,6.003301815998799e-05
issue,2,6.003301815998799e-05
inform,2,6.003301815998799e-05
sven,2,6.003301815998799e-05
virtues,2,6.003301815998799e-05
"willingham,developmental",2,6.003301815998799e-05
hakim,2,6.003301815998799e-05
overruns,2,6.003301815998799e-05
messing,2,6.003301815998799e-05
"esb,ashland",2,6.003301815998799e-05
valero,2,6.003301815998799e-05
epicenter,2,6.003301815998799e-05
structure,2,6.003301815998799e-05
"computer,and",2,6.003301815998799e-05
"'s,msn",2,6.003301815998799e-05
opted,2,6.003301815998799e-05
"first,of,the",2,6.003301815998799e-05
"windows,xp",2,6.003301815998799e-05
"discovered,in",2,6.003301815998799e-05
'living,2,6.003301815998799e-05
forge,2,6.003301815998799e-05
foundation,2,6.003301815998799e-05
"latest,round",2,6.003301815998799e-05
appropriately,2,6.003301815998799e-05
blagojevich,2,6.003301815998799e-05
marcuson,2,6.003301815998799e-05
"japan,in",2,6.003301815998799e-05
songs,2,6.003301815998799e-05
quicksand,2,6.003301815998799e-05
"agreed,for",2,6.003301815998799e-05
"few,weeks",2,6.003301815998799e-05
"server,software",2,6.003301815998799e-05
"tool,that",2,6.003301815998799e-05
"to,buy",2,6.003301815998799e-05
itanium,2,6.003301815998799e-05
"a,little",2,6.003301815998799e-05
"internet,to",2,6.003301815998799e-05
skyways,2,6.003301815998799e-05
"a,deal",2,6.003301815998799e-05
planned,2,6.003301815998799e-05
learning,2,6.003301815998799e-05
endangers,2,6.003301815998799e-05
respects,2,6.003301815998799e-05
"weeks,after",2,6.003301815998799e-05
precarious,2,6.003301815998799e-05
adobe,2,6.003301815998799e-05
sap,2,6.003301815998799e-05
center,2,6.003301815998799e-05
promotion,2,6.003301815998799e-05
"have,the",2,6.003301815998799e-05
"a,beta",2,6.003301815998799e-05
"the,moon",2,6.003301815998799e-05
"mobile,phone",2,6.003301815998799e-05
consumo,2,6.003301815998799e-05
"found,a",2,6.003301815998799e-05
"service,that",2,6.003301815998799e-05
"businesses,for",2,6.003301815998799e-05
"make,it",2,6.003301815998799e-05
"months,of",2,6.003301815998799e-05
"game,console",2,6.003301815998799e-05
"york,reuters",2,6.003301815998799e-05
"wide,internet",2,6.003301815998799e-05
"wireless,carrier",2,6.003301815998799e-05
"search,giant",2,6.003301815998799e-05
"corp,'s",2,6.003301815998799e-05
"could,help",2,6.003301815998799e-05
"you,do",2,6.003301815998799e-05
"browser,for",2,6.003301815998799e-05
onlookers,2,6.003301815998799e-05
rovers,2,6.003301815998799e-05
"desktop,computers",2,6.003301815998799e-05
"able,to",2,6.003301815998799e-05
"the,companies",2,6.003301815998799e-05
"make,a",2,6.003301815998799e-05
"maker,microsoft",2,6.003301815998799e-05
avnet,2,6.003301815998799e-05
"security,flaw",2,6.003301815998799e-05
"desktop,toolbar",2,6.003301815998799e-05
"monkey,of",2,6.003301815998799e-05
sean,2,6.003301815998799e-05
motorways,2,6.003301815998799e-05
zafi,2,6.003301815998799e-05
"internet,service",2,6.003301815998799e-05
scope,2,6.003301815998799e-05
balsamic,2,6.003301815998799e-05
permitted,2,6.003301815998799e-05
scrolls,2,6.003301815998799e-05
"america,riaa",2,6.003301815998799e-05
"search,service",2,6.003301815998799e-05
fusion,2,6.003301815998799e-05
rejoices,2,6.003301815998799e-05
"companies,and",2,6.003301815998799e-05
"to,acquire",2,6.003301815998799e-05
"them,to",2,6.003301815998799e-05
sp,2,6.003301815998799e-05
into,2,6.003301815998799e-05
"leading,wireless",2,6.003301815998799e-05
'syriana,2,6.003301815998799e-05
"businesses,and",2,6.003301815998799e-05
"wide,web",2,6.003301815998799e-05
wearable,2,6.003301815998799e-05
flu,2,6.003301815998799e-05
"days,after",2,6.003301815998799e-05
"and,nextel",2,6.003301815998799e-05
reader,2,6.003301815998799e-05
"games,to",2,6.003301815998799e-05
"the,web",2,6.003301815998799e-05
"end,to",2,6.003301815998799e-05
sharing,2,6.003301815998799e-05
sewing,2,6.003301815998799e-05
"largest,moon",2,6.003301815998799e-05
"online,inc",2,6.003301815998799e-05
"friday,they",2,6.003301815998799e-05
create,2,6.003301815998799e-05
"years,of",2,6.003301815998799e-05
multistakeholder,2,6.003301815998799e-05
"could,be",2,6.003301815998799e-05
"weeks,ago",2,6.003301815998799e-05
"of,a,few",2,6.003301815998799e-05
produce,2,6.003301815998799e-05
european,2,6.003301815998799e-05
"security,experts",2,6.003301815998799e-05
mistakenly,2,6.003301815998799e-05
"video,and",2,6.003301815998799e-05
",,,,",2,6.003301815998799e-05
"friday,that",2,6.003301815998799e-05
bummer,2,6.003301815998799e-05
avoidance,2,6.003301815998799e-05
"will,help",2,6.003301815998799e-05
"computers,that",2,6.003301815998799e-05
professional,2,6.003301815998799e-05
crosswalk,2,6.003301815998799e-05
"based,wireless",2,6.003301815998799e-05
bargains,2,6.003301815998799e-05
louisiana,2,6.003301815998799e-05
mars,2,6.003301815998799e-05
rover,2,6.003301815998799e-05
"version,of",2,6.003301815998799e-05
sviluppo,2,6.003301815998799e-05
"years,ago",2,6.003301815998799e-05
"on,a",2,6.003301815998799e-05
slim,2,6.003301815998799e-05
represetatives,2,6.003301815998799e-05
"ago,in",2,6.003301815998799e-05
rat,2,6.003301815998799e-05
smoggy,2,6.003301815998799e-05
francisco,2,6.003301815998799e-05
conference,2,6.003301815998799e-05
mine,2,6.003301815998799e-05
sarin,2,6.003301815998799e-05
"they,had",2,6.003301815998799e-05
"largest,software",2,6.003301815998799e-05
sym,2,6.003301815998799e-05
"announced,that",2,6.003301815998799e-05
"few,months",2,6.003301815998799e-05
prosthetics,2,6.003301815998799e-05
"years,after",2,6.003301815998799e-05
technologies,2,6.003301815998799e-05
"signed,a",2,6.003301815998799e-05
"wide,version",2,6.003301815998799e-05
intellivision,2,6.003301815998799e-05
firefox,2,6.003301815998799e-05
"server,and",2,6.003301815998799e-05
michelle,2,6.003301815998799e-05
"firm,sap",2,6.003301815998799e-05
barrel,2,6.003301815998799e-05
sell,2,6.003301815998799e-05
heart,2,6.003301815998799e-05
yesterday,2,6.003301815998799e-05
saturday,2,6.003301815998799e-05
government,2,6.003301815998799e-05
reported,2,6.003301815998799e-05
regulators,2,6.003301815998799e-05
about,2,6.003301815998799e-05
economy,2,6.003301815998799e-05
auto,2,6.003301815998799e-05
november,2,6.003301815998799e-05
high,2,6.003301815998799e-05
uva,1,3.0016509079993996e-05
bridgestones,1,3.0016509079993996e-05
peabody's,1,3.0016509079993996e-05
buenos,1,3.0016509079993996e-05
skirmish,1,3.0016509079993996e-05
korey,1,3.0016509079993996e-05
poked,1,3.0016509079993996e-05
cliche,1,3.0016509079993996e-05
racked,1,3.0016509079993996e-05
seeding,1,3.0016509079993996e-05
afternooon,1,3.0016509079993996e-05
kahne,1,3.0016509079993996e-05
beatles,1,3.0016509079993996e-05
beneficiary,1,3.0016509079993996e-05
aitken,1,3.0016509079993996e-05
"ashland,bjorndalen",1,3.0016509079993996e-05
"azzurri,ashland",1,3.0016509079993996e-05
"clearly,sales's",1,3.0016509079993996e-05
"punchlines,esb",1,3.0016509079993996e-05
"birkle,deadlocked",1,3.0016509079993996e-05
models,1,3.0016509079993996e-05
melo,1,3.0016509079993996e-05
cruz,1,3.0016509079993996e-05
"dartmouth,nomars",1,3.0016509079993996e-05
westwood,1,3.0016509079993996e-05
molson,1,3.0016509079993996e-05
nonchalance,1,3.0016509079993996e-05
papa,1,3.0016509079993996e-05
"negatively,hardcourt",1,3.0016509079993996e-05
"ashland,additions",1,3.0016509079993996e-05
"accuses,esb",1,3.0016509079993996e-05
"deirdre,'flat'",1,3.0016509079993996e-05
"bjorndalen,yanked,esb",1,3.0016509079993996e-05
"compiled,'flat'",1,3.0016509079993996e-05
thoroughbred,1,3.0016509079993996e-05
"gymnasts,ashland",1,3.0016509079993996e-05
rider,1,3.0016509079993996e-05
padraig,1,3.0016509079993996e-05
sammy,1,3.0016509079993996e-05
fireronzook,1,3.0016509079993996e-05
broncos,1,3.0016509079993996e-05
acclimated,1,3.0016509079993996e-05
sorenson,1,3.0016509079993996e-05
manaudou,1,3.0016509079993996e-05
initiative,1,3.0016509079993996e-05
catalans,1,3.0016509079993996e-05
"undoubtedly,ashland",1,3.0016509079993996e-05
premierleague,1,3.0016509079993996e-05
"compiled,electronics",1,3.0016509079993996e-05
accountability,1,3.0016509079993996e-05
regretted,1,3.0016509079993996e-05
rauffer,1,3.0016509079993996e-05
"willingham,path",1,3.0016509079993996e-05
banging,1,3.0016509079993996e-05
"laxness,goleo",1,3.0016509079993996e-05
disco,1,3.0016509079993996e-05
"dudley,nuwan",1,3.0016509079993996e-05
antwaan,1,3.0016509079993996e-05
bourne's,1,3.0016509079993996e-05
moneyball,1,3.0016509079993996e-05
chestnut,1,3.0016509079993996e-05
rocketeers,1,3.0016509079993996e-05
investigator,1,3.0016509079993996e-05
diminished,1,3.0016509079993996e-05
overtimes,1,3.0016509079993996e-05
mariners,1,3.0016509079993996e-05
checa,1,3.0016509079993996e-05
"telecoms,blanked",1,3.0016509079993996e-05
managers,1,3.0016509079993996e-05
shuttlesworth,1,3.0016509079993996e-05
calf,1,3.0016509079993996e-05
"bashed,esb",1,3.0016509079993996e-05
"clearly,bonita",1,3.0016509079993996e-05
mancinis,1,3.0016509079993996e-05
"commissioner,willingham",1,3.0016509079993996e-05
sundin,1,3.0016509079993996e-05
"lomana,unfavorable",1,3.0016509079993996e-05
vengeance,1,3.0016509079993996e-05
tails,1,3.0016509079993996e-05
"administrator,negatively",1,3.0016509079993996e-05
"dartmouth,developmental",1,3.0016509079993996e-05
bmw,1,3.0016509079993996e-05
"levein,laxness",1,3.0016509079993996e-05
"clearly,bonita,mancinis",1,3.0016509079993996e-05
"midseason,namibia",1,3.0016509079993996e-05
border,1,3.0016509079993996e-05
hargreaves,1,3.0016509079993996e-05
crackdown,1,3.0016509079993996e-05
"friedgen,interview,shelf",1,3.0016509079993996e-05
darian,1,3.0016509079993996e-05
fielders,1,3.0016509079993996e-05
utility,1,3.0016509079993996e-05
napa,1,3.0016509079993996e-05
borrow,1,3.0016509079993996e-05
insightful,1,3.0016509079993996e-05
carter's,1,3.0016509079993996e-05
cemented,1,3.0016509079993996e-05
magnus,1,3.0016509079993996e-05
peruvian,1,3.0016509079993996e-05
baldinis,1,3.0016509079993996e-05
"recommend,azzurri",1,3.0016509079993996e-05
clavicle,1,3.0016509079993996e-05
neutralize,1,3.0016509079993996e-05
embassies,1,3.0016509079993996e-05
emotions,1,3.0016509079993996e-05
borg,1,3.0016509079993996e-05
capriati's,1,3.0016509079993996e-05
oppressive,1,3.0016509079993996e-05
foldo,1,3.0016509079993996e-05
pitching,1,3.0016509079993996e-05
mort,1,3.0016509079993996e-05
us's,1,3.0016509079993996e-05
yes,1,3.0016509079993996e-05
gailey,1,3.0016509079993996e-05
prone,1,3.0016509079993996e-05
turnaround,1,3.0016509079993996e-05
gerald,1,3.0016509079993996e-05
